className,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,x34,y34,z34,v34,x35,y35,z35,v35,x36,y36,z36,v36,x37,y37,z37,v37,x38,y38,z38,v38,x39,y39,z39,v39,x40,y40,z40,v40,x41,y41,z41,v41,x42,y42,z42,v42
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30766206979751587,0.6916572451591492,5.139007726029376e-07,0.0,0.3686862587928772,0.6775411367416382,-0.02928333356976509,0.0,0.4102732539176941,0.6166419982910156,-0.04242590069770813,0.0,0.4295995831489563,0.5479142665863037,-0.04979586973786354,0.0,0.4536744952201843,0.49785441160202026,-0.05706745758652687,0.0,0.3796592950820923,0.6092836856842041,-0.038525067269802094,0.0,0.3881382942199707,0.5419418811798096,-0.054062988609075546,0.0,0.39609915018081665,0.4926376938819885,-0.0617891363799572,0.0,0.40360260009765625,0.45790213346481323,-0.0664147287607193,0.0,0.343397855758667,0.5930327773094177,-0.02904556505382061,0.0,0.35499027371406555,0.527121365070343,-0.043462906032800674,0.0,0.3654286563396454,0.4786761403083801,-0.05233991891145706,0.0,0.3768184781074524,0.4424847662448883,-0.05860397219657898,0.0,0.3140077590942383,0.5822870135307312,-0.020972201600670815,0.0,0.32582390308380127,0.5226027369499207,-0.03377657011151314,0.0,0.3362025320529938,0.47886934876441956,-0.040419723838567734,0.0,0.3475697636604309,0.44572436809539795,-0.04467957839369774,0.0,0.29129520058631897,0.5764923691749573,-0.014656377024948597,0.0,0.29789260029792786,0.5253769755363464,-0.024868464097380638,0.0,0.30574119091033936,0.49301499128341675,-0.02946433052420616,0.0,0.3141723871231079,0.4670916795730591,-0.03211232274770737,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2837527394294739,0.6834728121757507,2.3548992089672538e-07,0.0,0.3596704602241516,0.6657127737998962,0.0006612578290514648,0.0,0.40466001629829407,0.6106876730918884,0.015174660831689835,0.0,0.42035219073295593,0.538605809211731,0.025749191641807556,0.0,0.44462162256240845,0.49770423769950867,0.03716947138309479,0.0,0.3660079538822174,0.5770062208175659,0.06762637197971344,0.0,0.37863072752952576,0.5205560326576233,0.0780092254281044,0.0,0.3785744309425354,0.5155693888664246,0.0747503936290741,0.0,0.3776555061340332,0.5221809148788452,0.07138660550117493,0.0,0.32551199197769165,0.5614692568778992,0.068058080971241,0.0,0.34017467498779297,0.5010905861854553,0.07574433088302612,0.0,0.3388122022151947,0.5079181790351868,0.05992664024233818,0.0,0.3392024636268616,0.5218195915222168,0.04911702126264572,0.0,0.29040199518203735,0.5505942702293396,0.06445862352848053,0.0,0.3055645227432251,0.49377304315567017,0.06845244020223618,0.0,0.30795037746429443,0.5051231384277344,0.061612844467163086,0.0,0.31085026264190674,0.5220295786857605,0.05729706212878227,0.0,0.25846853852272034,0.5494442582130432,0.06036979705095291,0.0,0.2684260904788971,0.501461386680603,0.06672432273626328,0.0,0.27128130197525024,0.5114521980285645,0.07070547342300415,0.0,0.2737545073032379,0.5248734951019287,0.07388701289892197,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681928873062134,0.7066365480422974,-1.4237836865049758e-07,0.0,0.3481649160385132,0.6872990131378174,-0.015850888565182686,0.0,0.3987584710121155,0.6137667298316956,-0.009948316030204296,0.0,0.41626065969467163,0.5369598269462585,-0.005438275169581175,0.0,0.43755659461021423,0.48900625109672546,0.0019242806592956185,0.0,0.36555570363998413,0.5470764636993408,0.0344461090862751,0.0,0.3781844675540924,0.49565839767456055,0.021403463557362556,0.0,0.35981348156929016,0.533821702003479,0.010629663243889809,0.0,0.34867170453071594,0.5619909167289734,0.007195578422397375,0.0,0.32302436232566833,0.5302186012268066,0.038486357778310776,0.0,0.335586279630661,0.4804849624633789,0.02191653847694397,0.0,0.3179839253425598,0.5283607840538025,0.008029196411371231,0.0,0.30988597869873047,0.5590284466743469,0.006157049909234047,0.0,0.2845844626426697,0.5258841514587402,0.03655312582850456,0.0,0.29424571990966797,0.4768979549407959,0.017704637721180916,0.0,0.28294646739959717,0.5211724638938904,0.015181535854935646,0.0,0.2773202359676361,0.5499750971794128,0.02145858108997345,0.0,0.24650582671165466,0.5331659913063049,0.033356036990880966,0.0,0.24842682480812073,0.4884452223777771,0.022808058187365532,0.0,0.2443372905254364,0.5128095746040344,0.02541314996778965,0.0,0.24440716207027435,0.5310691595077515,0.03329036757349968,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2639639675617218,0.71906578540802,-1.6469711283662036e-07,0.0,0.3407084345817566,0.7079237103462219,-0.021764598786830902,0.0,0.392627090215683,0.6381011605262756,-0.021768871694803238,0.0,0.4075450599193573,0.553604245185852,-0.02205481380224228,0.0,0.42809757590293884,0.4997512698173523,-0.019018488004803658,0.0,0.36263325810432434,0.5604715347290039,0.02033868059515953,0.0,0.3766988515853882,0.4935973286628723,-0.0007417478482238948,0.0,0.36450111865997314,0.5317598581314087,-0.016629163175821304,0.0,0.3542906939983368,0.5669451951980591,-0.0226264838129282,0.0,0.3214842975139618,0.5422282218933105,0.025547390803694725,0.0,0.33402854204177856,0.4782222509384155,0.0018161777406930923,0.0,0.3223523199558258,0.5240854024887085,-0.015057087875902653,0.0,0.3140210509300232,0.5576416850090027,-0.018666857853531837,0.0,0.2841767370700836,0.5351427793502808,0.02480090968310833,0.0,0.29272088408470154,0.4800703525543213,0.0011718292953446507,0.0,0.2863224446773529,0.523142397403717,-0.002136040013283491,0.0,0.2810203433036804,0.5526976585388184,0.004088174551725388,0.0,0.2476012408733368,0.5388422012329102,0.02250983938574791,0.0,0.25270840525627136,0.4934256970882416,0.009296408854424953,0.0,0.2504465579986572,0.5230276584625244,0.012497876770794392,0.0,0.24955859780311584,0.5475230813026428,0.020872605964541435,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26533156633377075,0.7415170669555664,-3.432322444041347e-07,0.0,0.34540456533432007,0.723958432674408,-0.018584832549095154,0.0,0.3975259065628052,0.649766743183136,-0.016884570941329002,0.0,0.4090498983860016,0.5642369389533997,-0.016273630782961845,0.0,0.4295048713684082,0.5102739930152893,-0.011013410985469818,0.0,0.36447378993034363,0.566244900226593,0.021827757358551025,0.0,0.3740616738796234,0.49427512288093567,-0.0014403045643121004,0.0,0.36018455028533936,0.5487954020500183,-0.014623202383518219,0.0,0.35143864154815674,0.595973789691925,-0.01723584719002247,0.0,0.3238305449485779,0.5494024753570557,0.025500725954771042,0.0,0.32986003160476685,0.48203563690185547,-0.0021679378114640713,0.0,0.31526675820350647,0.5508814454078674,-0.013541636057198048,0.0,0.30788686871528625,0.5960140824317932,-0.01116845291107893,0.0,0.28497087955474854,0.5408202409744263,0.022734694182872772,0.0,0.28936922550201416,0.47805318236351013,-0.00429389625787735,0.0,0.2800377309322357,0.5422540307044983,-0.0011205869959667325,0.0,0.27539804577827454,0.5857821106910706,0.011367393657565117,0.0,0.2440485954284668,0.5408284664154053,0.018306590616703033,0.0,0.24779462814331055,0.49154555797576904,0.0026549503672868013,0.0,0.2444608360528946,0.5323493480682373,0.007458187639713287,0.0,0.24410350620746613,0.5647416114807129,0.01821904443204403,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26406577229499817,0.7454928159713745,-3.0567133535441826e-07,0.0,0.34386569261550903,0.7213023900985718,-0.018113423138856888,0.0,0.3954427242279053,0.6496798396110535,-0.01770010218024254,0.0,0.40741100907325745,0.566260814666748,-0.019052069634199142,0.0,0.42888182401657104,0.5123788714408875,-0.016521867364645004,0.0,0.36379116773605347,0.5642856359481812,0.02157846838235855,0.0,0.37468472123146057,0.493764728307724,-0.0037789330817759037,0.0,0.36351659893989563,0.5449709892272949,-0.020801018923521042,0.0,0.35360828042030334,0.591600775718689,-0.026214204728603363,0.0,0.32193616032600403,0.5484054684638977,0.0233739223331213,0.0,0.3291443884372711,0.48132947087287903,-0.0050516920164227486,0.0,0.31747281551361084,0.5461857914924622,-0.01931530050933361,0.0,0.31020671129226685,0.5914974808692932,-0.019403846934437752,0.0,0.28199854493141174,0.5426163673400879,0.01878725178539753,0.0,0.2864769995212555,0.4858204424381256,-0.008184804581105709,0.0,0.27943533658981323,0.5428915023803711,-0.007055951282382011,0.0,0.2759646475315094,0.5823444128036499,0.003509906819090247,0.0,0.23928728699684143,0.5469900965690613,0.012539171613752842,0.0,0.24322597682476044,0.5003178715705872,-0.0021504154428839684,0.0,0.24194860458374023,0.536469578742981,0.003164681140333414,0.0,0.24202710390090942,0.5659334063529968,0.013814196921885014,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26269352436065674,0.7505403161048889,-3.6577054629560735e-07,0.0,0.3429710566997528,0.7249305844306946,-0.0198356993496418,0.0,0.3956385850906372,0.6471168398857117,-0.019275307655334473,0.0,0.4082685112953186,0.5613969564437866,-0.02000107616186142,0.0,0.42931032180786133,0.5059555768966675,-0.017058223485946655,0.0,0.36311742663383484,0.5600153207778931,0.01776532270014286,0.0,0.3700047731399536,0.4900152385234833,-0.007452554535120726,0.0,0.3546895682811737,0.5410422086715698,-0.022850310429930687,0.0,0.34488341212272644,0.587544858455658,-0.02721671387553215,0.0,0.3212750256061554,0.5438976883888245,0.02103983424603939,0.0,0.3248259127140045,0.4775286316871643,-0.009279639460146427,0.0,0.3087138831615448,0.5451083183288574,-0.02212323062121868,0.0,0.2994917333126068,0.593092143535614,-0.020543137565255165,0.0,0.28148260712623596,0.5371067523956299,0.018077274784445763,0.0,0.2818816900253296,0.4721289277076721,-0.011644596233963966,0.0,0.2717573642730713,0.5382352471351624,-0.00864939484745264,0.0,0.2659255266189575,0.5855650305747986,0.004103252664208412,0.0,0.2386455237865448,0.5404911041259766,0.013418393209576607,0.0,0.2401331663131714,0.4897371232509613,-0.004817047622054815,0.0,0.23738634586334229,0.5336501002311707,0.0004855711304116994,0.0,0.23675447702407837,0.5694710612297058,0.012085406109690666,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612681984901428,0.7492564916610718,-3.555061027782358e-07,0.0,0.3436657786369324,0.7337280511856079,-0.024622902274131775,0.0,0.4001242518424988,0.6533395051956177,-0.025657638907432556,0.0,0.412902295589447,0.562863826751709,-0.026682287454605103,0.0,0.43183013796806335,0.5037835240364075,-0.0234405267983675,0.0,0.36668264865875244,0.561185896396637,0.01259057130664587,0.0,0.375756174325943,0.4859326481819153,-0.013996534049510956,0.0,0.3609814941883087,0.5371620059013367,-0.03081945702433586,0.0,0.35067543387413025,0.584726870059967,-0.03595225140452385,0.0,0.3237311840057373,0.5426731705665588,0.017960628494620323,0.0,0.3313937187194824,0.46745413541793823,-0.012579645030200481,0.0,0.3152775168418884,0.5324558019638062,-0.025983145460486412,0.0,0.3054414987564087,0.5814103484153748,-0.024654122069478035,0.0,0.2832789719104767,0.5326056480407715,0.01684274896979332,0.0,0.2885168790817261,0.4647350311279297,-0.012453353963792324,0.0,0.2773878574371338,0.5273456573486328,-0.010195699520409107,0.0,0.2702288031578064,0.5739577412605286,0.0019663956481963396,0.0,0.2407734990119934,0.5326471328735352,0.013547206297516823,0.0,0.24835413694381714,0.4802387058734894,-0.004687611944973469,0.0,0.2447969615459442,0.5242419242858887,-3.639835267676972e-05,0.0,0.2431558072566986,0.56162029504776,0.01094118133187294,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613750398159027,0.7479045391082764,-3.521621465552016e-07,0.0,0.3461865484714508,0.7239055633544922,-0.016735369339585304,0.0,0.3989051282405853,0.6460305452346802,-0.014688803814351559,0.0,0.40965765714645386,0.5566209554672241,-0.01489290688186884,0.0,0.42900869250297546,0.49897533655166626,-0.011763589456677437,0.0,0.36398646235466003,0.5542086958885193,0.022590646520256996,0.0,0.3748319149017334,0.48306429386138916,-0.002262921305373311,0.0,0.36426907777786255,0.5366598963737488,-0.019340671598911285,0.0,0.35247179865837097,0.5861551761627197,-0.02491091564297676,0.0,0.321086049079895,0.5387760400772095,0.02384866774082184,0.0,0.32812637090682983,0.4676021933555603,-0.004694332834333181,0.0,0.31576964259147644,0.5370051860809326,-0.018727527931332588,0.0,0.3045123219490051,0.5866727232933044,-0.018565140664577484,0.0,0.27924108505249023,0.5324835181236267,0.018970347940921783,0.0,0.2842338979244232,0.46808090806007385,-0.00849457923322916,0.0,0.27663400769233704,0.5315899848937988,-0.006291517987847328,0.0,0.2688291668891907,0.5769488215446472,0.005095908418297768,0.0,0.2325689196586609,0.5358737111091614,0.012543758377432823,0.0,0.23885555565357208,0.48481133580207825,-0.003325300058349967,0.0,0.2388152778148651,0.5272207260131836,0.0027439396362751722,0.0,0.23657891154289246,0.5621393918991089,0.014109211973845959,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573353052139282,0.7476617097854614,-1.9298884978979913e-07,0.0,0.34129053354263306,0.7138024568557739,-0.014875813387334347,0.0,0.3934178352355957,0.6330273747444153,-0.015369060449302197,0.0,0.4051338732242584,0.5461652278900146,-0.017556317150592804,0.0,0.42636343836784363,0.4885414242744446,-0.017284508794546127,0.0,0.35410723090171814,0.5623090863227844,0.009907450526952744,0.0,0.36598989367485046,0.4735041558742523,-0.012469539418816566,0.0,0.36427146196365356,0.5149607062339783,-0.028649820014834404,0.0,0.3568294048309326,0.5619446635246277,-0.034370601177215576,0.0,0.3088826537132263,0.5479800701141357,0.01054322998970747,0.0,0.316660612821579,0.46375182271003723,-0.01110412459820509,0.0,0.314240038394928,0.5152027010917664,-0.02549898251891136,0.0,0.3057439625263214,0.5611900091171265,-0.029063867405056953,0.0,0.2661857008934021,0.5428659915924072,0.006746112834662199,0.0,0.2692495584487915,0.46430808305740356,-0.009690367616713047,0.0,0.2701736390590668,0.5081444382667542,-0.008870203979313374,0.0,0.26596301794052124,0.5490310788154602,-0.002719984157010913,0.0,0.22216388583183289,0.5471982359886169,0.0014085101429373026,0.0,0.22103053331375122,0.4841269552707672,-0.005576901603490114,0.0,0.22484371066093445,0.50467449426651,0.00010192958870902658,0.0,0.22422471642494202,0.5293396711349487,0.008310732431709766,0.0
